date,price,dividend,small,large,rf,cpi,unemp_rate,ind_prod
198106,9.697999512,0.031858036,0.027611,-0.001715,0.0124,90.600,7.2,53.0699
198107,9.687157149,0.018168067,-0.018757,0.01352,0.0128,91.600,7.4,53.4044
198108,9.07273952,0.072146034,-0.063657,-0.054668,0.0124,92.300,7.6,53.3959
198109,8.539353163,0.027950356,-0.065362,-0.055636,0.0121,93.200,7.9,53.0761
198110,8.999103398,0.029624329,0.09218,0.049117,0.0107,93.400,8.3,52.6972
198111,9.347773659,0.065377149,0.026193,0.048927,0.0087,93.700,8.5,52.0996
198112,9.058871367,0.028741644,-0.017768,-0.031514,0.008,94.000,8.6,51.5219
198201,8.842255635,0.016545562,-0.006969,-0.015088,0.0092,94.300,8.9,50.4933
198202,8.33321582,0.07346494,-0.029142,-0.05484,0.0098,94.600,9,51.4979
198203,8.229558948,0.034384814,0.00034,-0.01044,0.0113,94.500,9.3,51.1159
198204,8.558930586,0.015860892,0.037035,0.036697,0.0106,94.900,9.4,50.6623
198205,8.230644245,0.079128042,-0.010048,-0.022773,0.0096,95.800,9.6,50.3505
198206,8.037693252,0.029210904,-0.020089,-0.019437,0.0105,97.000,9.8,50.1943
198207,7.849104855,0.019078945,-0.003043,-0.022314,0.0076,97.500,9.8,50.0395
198208,8.752191463,0.078044513,0.076204,0.126707,0.0051,97.700,10.1,49.6075
198209,8.834873416,0.027976683,0.044459,0.0059,0.0059,97.900,10.4,49.4584
198210,9.828487454,0.025805955,0.124003,0.104182,0.0063,98.200,10.8,49.0110
198211,10.21677168,0.074621747,0.136071,0.034552,0.0067,98.000,10.8,48.8232
198212,10.35576064,0.025996019,0.004748,0.018775,0.0069,97.600,10.4,48.4682
198301,10.7147638,0.023505808,0.107352,0.037649,0.0062,97.800,10.4,49.3992
198302,10.9424311,0.071496175,0.060521,0.023208,0.0063,97.900,10.3,49.0890
198303,11.27325362,0.035251039,0.055735,0.031843,0.0071,97.900,10.2,49.4906
198304,12.06982172,0.01639096,0.066839,0.077727,0.0069,98.600,10.1,50.0805
198305,12.04309913,0.071136713,0.102065,-0.018602,0.0067,99.200,10.1,50.4295
198306,12.46492072,0.039686787,0.048271,0.040773,0.0074,99.500,9.4,50.7333
198307,12.06742686,0.017750181,-0.012662,-0.031359,0.0076,99.900,9.5,51.5016
198308,12.14448945,0.072315607,-0.018551,0.024274,0.0076,100.200,9.2,52.0679
198309,12.31762129,0.039487296,0.015392,0.012155,0.0076,100.700,8.8,52.8472
198310,12.06955672,0.023456936,-0.030105,-0.007908,0.007,101.000,8.5,53.2874
198311,12.30647005,0.072436845,0.049707,0.015325,0.0073,101.200,8.3,53.4759
198312,12.16499487,0.04000168,-0.007916,-0.002823,0.0076,101.300,8,53.7593
198401,12.03211663,0.025292187,0.053811,-0.001569,0.0071,101.900,7.8,54.8216
198402,11.52306184,0.065315344,-0.064908,-0.02728,0.0073,102.400,7.8,55.0698
198403,11.67293078,0.042449276,0.018049,0.013103,0.0081,102.600,7.7,55.3384
198404,11.71196506,0.022054376,-0.024199,0.014497,0.0078,103.100,7.4,55.6911
198405,11.04097487,0.070314109,-0.058178,-0.050575,0.0075,103.400,7.2,55.9506
198406,11.25068715,0.047057144,0.016518,0.020463,0.0082,103.700,7.5,56.1549
198407,11.05031241,0.023986709,-0.050559,-0.007088,0.0083,104.100,7.5,56.3326
198408,12.20982169,0.072046844,0.097792,0.10809,0.0086,104.500,7.3,56.3847
198409,12.19549957,0.039248588,0.000347,-0.000805,0.01,105.000,7.4,56.2832
198410,12.19706059,0.039166014,-0.006062,0.004419,0.0073,105.300,7.2,56.1943
198411,12.01976412,0.061143829,-0.059597,-0.012117,0.0064,105.300,7.3,56.4108
198412,12.2768188,0.045467351,0.010628,0.025332,0.0065,105.300,7.3,56.4759
198501,13.22304233,0.029692976,0.151991,0.071775,0.0058,105.500,7.2,56.3801
198502,13.37480319,0.067290622,0.037871,0.015653,0.0062,106.000,7.2,56.5796
198503,13.32427318,0.046065345,-0.020558,-0.002154,0.0072,106.400,7.3,56.6645
198504,13.26127602,0.02599931,-0.009425,-0.000143,0.0066,106.900,7.2,56.5122
198505,13.99095121,0.07325904,0.020673,0.059711,0.0055,107.300,7.4,56.5982
198506,14.18858738,0.045630703,0.007215,0.014166,0.0062,107.600,7.4,56.6317
198507,14.10823741,0.03102966,0.03711,-0.004834,0.0055,107.800,7.1,56.2637
198508,13.96790278,0.074810235,0.008004,-0.00552,0.006,108.000,7.1,56.4960
198509,13.41784676,0.041663923,-0.053778,-0.029264,0.0065,108.300,7.1,56.7412
198510,13.98233558,0.036485828,0.016782,0.039611,0.0061,108.700,7,56.5080
198511,14.87559709,0.070051519,0.087067,0.071205,0.0065,109.000,7,56.6984
198512,15.50624802,0.047015586,0.052591,0.049979,0.0056,109.300,6.7,57.2954
198601,15.58903588,0.031294411,-0.005516,-0.000793,0.0053,109.600,7.2,57.5555
198602,16.66243454,0.075236709,0.057666,0.072256,0.006,109.300,7.2,57.1707
198603,17.54429388,0.044825979,0.061079,0.056734,0.0052,108.800,7.1,56.7784
198604,17.27981365,0.033795732,-0.009806,-0.011897,0.0049,108.600,7.2,56.8228
198605,18.0987213,0.071887281,0.022573,0.054677,0.0052,108.900,7.2,56.9380
198606,18.31833119,0.052684176,-0.011861,0.019289,0.0052,109.500,7,56.7427
198607,17.27812475,0.036658725,-0.078781,-0.051305,0.0046,109.500,6.9,57.0569
198608,18.46946873,0.072553162,0.015753,0.07564,0.0045,109.700,7,56.9807
198609,16.95331004,0.045574392,-0.0284,-0.086381,0.0046,110.200,7,57.0954
198610,17.82025146,0.047555415,0.03631,0.05102,0.0039,110.300,6.9,57.3542
198611,18.06791731,0.085133156,0.007324,0.025328,0.0049,110.400,6.6,57.6230
198612,17.53245652,0.051926927,-0.013719,-0.02332,0.0042,110.500,6.6,58.1006
198701,19.75273174,0.030498934,0.082674,0.134229,0.0043,111.200,6.6,57.9173
198702,20.48899507,0.0753699,0.077603,0.034815,0.0047,111.600,6.6,58.6630
198703,20.94235506,0.05450654,0.041374,0.028178,0.0044,112.100,6.3,58.7602
198704,20.58579052,0.045695212,-0.028176,-0.009025,0.0038,112.700,6.3,59.1416
198705,20.64466588,0.074848304,0.022988,0.008105,0.0048,113.100,6.2,59.5170
198706,21.58052988,0.055683456,0.047684,0.051148,0.0046,113.500,6.1,59.7996
198707,22.54265464,0.04611791,0.079144,0.041761,0.0047,113.800,6,60.2152
198708,23.29052975,0.082143397,-0.006841,0.044634,0.0045,114.400,5.9,60.7146
198709,22.75039908,0.052098008,-0.005912,-0.023111,0.006,115.000,6,60.8781
198710,17.78064265,0.051639519,-0.300596,-0.195602,0.0035,115.300,5.8,61.7569
198711,16.36044938,0.081889928,-0.058359,-0.089889,0.0039,115.400,5.7,62.0910
198712,17.41748165,0.053309675,0.016984,0.063282,0.0029,115.400,5.7,62.3940
198801,18.18561001,0.033899316,0.126004,0.042176,0.0046,115.700,5.7,62.4207
198802,18.95898945,0.116625068,0.063055,0.037554,0.0044,116.000,5.7,62.6908
198803,18.44446143,0.052973252,0.035522,-0.038831,0.0046,116.500,5.4,62.8421
198804,18.59397224,0.037169,-0.001284,0.010475,0.0051,117.100,5.6,63.1885
198805,18.60265562,0.088588089,-0.029717,0.009479,0.0049,117.500,5.4,63.1203
198806,19.45592223,0.053983904,0.071431,0.039544,0.0051,118.000,5.4,63.2843
198807,19.28677244,0.053817724,0.007582,-0.000976,0.0059,118.500,5.6,63.3155
198808,18.65351056,0.092062166,-0.031866,-0.031012,0.0062,119.000,5.4,63.5859
198809,19.32274256,0.052212851,0.021035,0.041517,0.0061,119.800,5.4,63.4050
198810,19.7053715,0.069773567,-0.024568,0.032118,0.0057,120.200,5.3,63.7184
198811,19.31664364,0.102738225,-0.057547,-0.009082,0.0063,120.300,5.3,63.8175
198812,19.61058501,0.070233786,0.030782,0.016751,0.0055,120.500,5.4,64.1273
198901,20.88782241,0.055694701,0.052081,0.071703,0.0061,121.100,5.2,64.3162
198902,20.40339203,0.084206507,0.00131,-0.028035,0.0067,121.600,5,64.0260
198903,20.78528232,0.060880289,0.004926,0.025226,0.0067,122.300,5.2,64.1660
198904,21.72627362,0.043920303,0.014399,0.051403,0.0079,123.100,5.2,64.2220
198905,22.45416897,0.114749961,0.029822,0.038764,0.0071,123.800,5.3,63.7707
198906,22.3353415,0.060810757,0.006853,-0.004463,0.007,124.100,5.2,63.8022
198907,24.14930626,0.054712163,0.031661,0.092331,0.0074,124.400,5.2,63.2360
198908,24.53354588,0.102491376,0.023157,0.014152,0.0065,124.600,5.3,63.8059
198909,24.3747157,0.066050171,-0.005204,0.000864,0.0068,125.000,5.3,63.5760
198910,23.64498546,0.05496133,-0.074077,-0.01427,0.0069,125.600,5.4,63.5346
198911,24.03401641,0.089654767,0.002488,0.023699,0.0061,125.900,5.4,63.7465
198912,24.47874185,0.070129429,0.012841,0.024393,0.0057,126.100,5.4,64.1419
199001,22.77345477,0.048644742,-0.048579,-0.065502,0.0057,127.400,5.3,63.7117
199002,22.98470134,0.097902957,-0.010349,0.011549,0.0064,128.000,5.2,64.3504
199003,23.46590905,0.061054016,0.009199,0.02454,0.0069,128.700,5.4,64.6721
199004,22.78260524,0.058770401,-0.040497,-0.018961,0.0068,128.900,5.4,64.5975
199005,24.71625608,0.106587608,0.011157,0.093346,0.0063,129.200,5.2,64.7028
199006,24.50436362,0.066936979,0.002271,-0.004276,0.0068,129.900,5.5,64.9174
199007,24.36042498,0.057602804,-0.034317,0.00448,0.0066,130.400,5.7,64.8436
199008,22.1293511,0.100468206,-0.124778,-0.082669,0.006,131.600,5.9,65.0430
199009,20.99936005,0.052925861,-0.09109,-0.040804,0.0068,132.700,5.9,65.1372
199010,20.7843266,0.057709621,-0.07306,0.003249,0.0057,133.500,6.2,64.6442
199011,22.0035352,0.095453774,0.032536,0.058076,0.006,133.800,6.3,63.8853
199012,22.55036705,0.074531874,-0.014985,0.025842,0.0052,133.800,6.4,63.4658
199101,23.45977826,0.048438174,0.177746,0.034987,0.0048,134.600,6.6,63.1915
199102,25.06219841,0.09829991,0.167144,0.066968,0.0044,134.800,6.8,62.7585
199103,25.60730123,0.058438598,0.09759,0.0208,0.0053,135.000,6.7,62.4265
199104,25.62084749,0.057663911,-0.009527,9.00E-06,0.0047,135.200,6.9,62.5503
199105,26.5536513,0.098912021,0.018536,0.037073,0.0042,135.600,6.9,63.1756
199106,25.367898,0.063109529,-0.071934,-0.040004,0.0049,136.000,6.8,63.7420
199107,26.47913878,0.049955709,0.003029,0.047767,0.0046,136.200,6.9,63.8029
199108,27.02964007,0.101723145,0.011214,0.02369,0.0046,136.600,6.9,63.8503
199109,26.59962553,0.061217706,-0.00825,-0.017121,0.0042,137.200,7,64.4151
199110,26.95177797,0.046882846,-0.031898,0.014358,0.0039,137.400,7,64.2992
199111,25.83530057,0.097375504,-0.020193,-0.034859,0.0038,137.800,7.3,64.2209
199112,28.51328448,0.073527892,0.025546,0.109484,0.0034,137.900,7.3,63.9602
199201,28.13514131,0.042482475,0.252064,-0.027115,0.0028,138.100,7.4,63.5960
199202,28.37822893,0.094514583,0.054633,0.006149,0.0034,138.600,7.4,64.0409
199203,27.77011186,0.071640085,-0.018741,-0.017648,0.0032,139.300,7.4,64.5973
199204,28.37572246,0.046644169,-0.065051,0.030699,0.0028,139.500,7.6,65.0756
199205,28.43304142,0.096994601,-0.002154,0.006182,0.0032,139.700,7.8,65.2831
199206,27.90566536,0.07515727,-0.050043,-0.015215,0.0031,140.200,7.7,65.2957
199207,29.00531601,0.046955452,0.028713,0.041064,0.0026,140.500,7.6,65.8801
199208,28.34242852,0.100594937,-0.033613,-0.018639,0.0026,140.900,7.6,65.5581
199209,28.54646567,0.06736088,-0.005405,0.006382,0.0023,141.300,7.3,65.7150
199210,28.68979747,0.044954977,0.012842,-0.000501,0.0023,141.800,7.4,66.2013
199211,29.57206612,0.102021849,0.078905,0.028542,0.0028,142.000,7.4,66.4879
199212,29.94056364,0.071818937,0.053625,0.010348,0.0023,141.900,7.3,66.5431
199301,30.17412997,0.044190421,0.070639,0.001268,0.0022,142.600,7.1,66.8264
199302,30.46893122,0.092927202,0.00415,0.01494,0.0025,143.100,7,67.1172
199303,31.12047885,0.08175581,0.035968,0.018662,0.0024,143.600,7.1,67.0479
199304,30.34956235,0.045807595,-0.004387,-0.025457,0.0022,144.000,7.1,67.2498
199305,30.98930077,0.101832275,0.048653,0.023457,0.0025,144.200,7,67.0325
199306,31.07514113,0.075848819,0.004999,0.001786,0.0024,144.400,6.9,67.1532
199307,30.98971557,0.046733878,0.048765,-0.005244,0.0025,144.400,6.8,67.3586
199308,32.03453383,0.101906775,0.013298,0.034831,0.0026,144.800,6.7,67.2888
199309,31.82150418,0.071433325,0.003921,-0.008625,0.0022,145.100,6.8,67.6092
199310,32.30181797,0.04788811,0.047658,0.020171,0.0025,145.700,6.6,68.1214
199311,31.74383636,0.104124811,-0.045279,-0.008933,0.0023,145.800,6.5,68.4089
199312,32.23402468,0.071419095,0.035363,0.007984,0.0025,145.800,6.6,68.7737
199401,33.21213393,0.051051846,0.070656,0.033449,0.0021,146.200,6.6,69.0299
199402,32.22985186,0.096479321,-0.001444,-0.031756,0.0027,146.700,6.5,69.0418
199403,30.78231252,0.076020713,-0.039445,-0.041693,0.0027,147.200,6.4,69.7582
199404,31.17971217,0.04789194,-0.011132,0.016395,0.0031,147.400,6.1,70.1250
199405,31.41895411,0.10558291,0.002646,0.016692,0.0031,147.500,6.1,70.4978
199406,30.54600988,0.076869055,-0.017313,-0.024957,0.0028,148.000,6.1,70.9480
199407,31.47885448,0.047524294,0.013912,0.032852,0.0037,148.400,6,71.0595
199408,32.61684655,0.103578132,0.034607,0.039095,0.0037,149.000,5.9,71.4749
199409,31.80739427,0.073741527,0.011169,-0.02402,0.0038,149.400,5.8,71.7333
199410,32.21417903,0.055362949,-0.008632,0.023286,0.0037,149.500,5.6,72.3479
199411,30.91008464,0.101493953,-0.058914,-0.034104,0.0044,149.700,5.5,72.8018
199412,31.28184023,0.084050746,0.008529,0.015043,0.0042,149.700,5.6,73.5563
199501,31.96256435,0.057478292,0.028397,0.028002,0.004,150.300,5.4,73.6891
199502,33.06709469,0.093487753,0.030168,0.035172,0.0046,150.900,5.4,73.5889
199503,33.86817812,0.079679591,0.000887,0.027846,0.0044,151.400,5.8,73.6895
199504,34.61392154,0.056176568,0.029836,0.027739,0.0054,151.900,5.6,73.6760
199505,35.74029316,0.109849588,0.025417,0.039304,0.0047,152.200,5.6,73.8858
199506,36.44652135,0.077626697,0.034152,0.020119,0.0045,152.500,5.7,74.1391
199507,37.61302871,0.07857827,0.043753,0.031716,0.0047,152.500,5.7,73.8447
199508,37.76197631,0.109188544,0.022588,0.00301,0.0043,152.900,5.6,74.7803
199509,39.18439443,0.074211899,0.026855,0.050136,0.0047,153.200,5.5,75.0755
199510,38.68455829,0.060924993,-0.025904,-0.001488,0.0042,153.700,5.6,74.9925
199511,40.41395147,0.110522128,0.034019,0.04812,0.0049,153.600,5.6,75.1822
199512,41.12487329,0.083257675,0.033822,0.020818,0.0043,153.500,5.6,75.4725
199601,42.42918978,0.063285024,0.04748,0.037307,0.0039,154.400,5.5,74.9823
199602,42.82861817,0.103637023,0.01206,0.009011,0.0039,154.900,5.5,76.1530
199603,43.28298698,0.083014381,0.017349,0.007926,0.0046,155.700,5.6,76.0724
199604,43.78701736,0.062629558,0.030631,0.006569,0.0042,156.300,5.6,76.7608
199605,44.65277427,0.116223534,0.041437,0.02493,0.004,156.600,5.3,77.3269
199606,44.6581326,0.078657613,-0.019492,0.007573,0.0045,156.700,5.5,77.9694
199607,42.56487195,0.075634535,-0.053319,-0.041202,0.0041,157.000,5.1,77.8351
199608,43.62282184,0.102140702,0.019673,0.020018,0.0044,157.300,5.2,78.3005
199609,45.65800097,0.085555705,0.021548,0.054065,0.0042,157.800,5.2,78.8378
199610,46.50317623,0.073725996,-0.006625,0.025242,0.0041,158.300,5.4,78.7843
199611,49.52081384,0.107411798,0.025642,0.074002,0.0046,158.600,5.4,79.4683
199612,48.75408308,0.094057195,0.028689,-0.021223,0.0045,158.600,5.3,79.9829
199701,51.11460952,0.060370728,0.040982,0.059804,0.0039,159.100,5.2,80.0837
199702,51.56247573,0.104485645,0.000337,0.014126,0.0043,159.600,5.2,81.0483
199703,49.38628144,0.097265642,-0.032076,-0.04312,0.0043,160.000,5.1,81.6195
199704,51.59419392,0.069389564,-0.010314,0.057732,0.0049,160.200,4.9,81.6408
199705,54.70702643,0.10953624,0.050087,0.058342,0.0037,160.100,5,82.1311
199706,57.2037457,0.086698937,0.063912,0.049233,0.0043,160.300,4.9,82.5332
199707,61.18415394,0.087456762,0.044461,0.073269,0.0041,160.500,4.8,83.1538
199708,58.36484931,0.097513688,0.022871,-0.06105,0.0044,160.800,4.9,84.0293
199709,61.62435105,0.094594007,0.057104,0.057994,0.0042,161.200,4.7,84.7873
199710,59.69569373,0.076922981,-0.043528,-0.025831,0.0039,161.600,4.6,85.5125
199711,61.82354673,0.104977469,-0.025797,0.048746,0.0048,161.500,4.7,86.2601
199712,63.27256702,0.106558585,0.002895,0.025249,0.0043,161.300,4.6,86.5262
199801,63.17658254,0.063121117,0.029784,0.003643,0.0039,161.600,4.6,86.9662
199802,67.4166157,0.110972586,0.034781,0.068735,0.0039,161.900,4.7,87.0687
199803,70.98201084,0.097685048,0.041512,0.057636,0.0043,162.200,4.3,87.1414
199804,71.57762089,0.081940738,-0.001455,0.012499,0.004,162.500,4.4,87.4497
199805,70.1223047,0.109003599,-0.02803,-0.013249,0.0041,162.800,4.5,88.0124
199806,71.80559063,0.097684155,-0.026551,0.035541,0.004,163.000,4.5,87.4571
199807,69.88306774,0.081744181,-0.026817,-0.014771,0.0043,163.200,4.5,87.1484
199808,59.46566872,0.107748937,-0.159563,-0.141821,0.0046,163.400,4.6,88.9360
199809,62.2932018,0.103444688,0.031378,0.049098,0.0032,163.600,4.5,88.7780
199810,67.30898811,0.073838881,0.034165,0.089619,0.0031,164.000,4.4,89.4857
199811,70.79444945,0.111173762,0.038732,0.058043,0.0038,164.000,4.4,89.4358
199812,74.11923997,0.108305799,0.006989,0.052209,0.0035,163.900,4.3,89.7761
199901,74.9807279,0.07105521,0.033286,0.022964,0.0035,164.300,4.4,90.1893
199902,73.05957169,0.108795017,-0.032598,-0.01982,0.0043,164.500,4.2,90.6683
199903,75.04562308,0.109947184,-0.004623,0.031193,0.0037,165.000,4.3,90.8310
199904,78.96705707,0.075090816,0.106025,0.043863,0.0034,166.200,4.2,91.0632
199905,77.3209098,0.161893212,0.021035,-0.025008,0.004,166.200,4.3,91.7311
199906,80.47359258,0.099682044,0.040918,0.044339,0.0038,166.200,4.3,91.5818
199907,77.57589945,0.086388432,0.003673,-0.037563,0.0039,166.700,4.2,92.1587
199908,75.73610942,0.109849172,-0.024102,-0.018366,0.0039,167.100,4.2,92.5363
199909,73.29536182,0.112613751,-0.034602,-0.028962,0.0039,167.900,4.1,92.1699
199910,77.45194179,0.071582866,-0.03068,0.072844,0.0036,168.200,4.1,93.3786
199911,78.03980203,0.117949442,0.041301,0.009926,0.0044,168.300,4,93.8240
199912,80.5049233,0.110895723,0.065295,0.030973,0.0041,168.300,4,94.5441
200001,77.01366629,0.071549431,0.03738,-0.041842,0.0043,168.800,4.1,94.5458
200002,73.78787186,0.118358691,0.015089,-0.044399,0.0047,169.800,4,94.8185
200003,80.72835909,0.10684316,0.003118,0.095343,0.0046,171.200,3.8,95.1983
200004,80.12596407,0.095045961,-0.041413,-0.009819,0.005,171.300,4,95.8921
200005,79.90105049,0.130183084,-0.030682,-0.003066,0.004,171.500,4,96.0691
200006,80.00588067,0.082901382,0.057716,0.003816,0.0048,172.400,4,96.1568
200007,79.85610966,0.082530783,-0.000244,-0.005684,0.005,172.800,4.1,96.0239
200008,84.20203886,0.132774943,0.038864,0.053522,0.0051,172.800,3.9,95.7182
200009,82.8944654,0.086775283,-0.010572,-0.017931,0.0056,173.700,3.9,96.1105
200010,82.97976381,0.077315425,-0.052151,0.003114,0.0051,174.000,3.9,95.8225
200011,78.7090443,0.135896972,-0.02939,-0.055191,0.005,174.100,3.9,95.8391
200012,82.04465489,0.09683427,0.046701,0.030343,0.0054,174.000,4.2,95.5791
200101,83.09851848,0.08094704,0.233467,0.007197,0.0038,175.100,4.2,94.9499
200102,78.26010724,0.117918269,-0.017665,-0.066812,0.0042,175.800,4.3,94.3690
200103,74.23698991,0.088466858,-0.044038,-0.055236,0.0039,176.200,4.4,94.1259
200104,79.10277918,0.091109985,0.002524,0.06624,0.0032,176.900,4.3,93.9061
200105,80.04513059,0.134050155,0.081931,0.008799,0.0028,177.700,4.5,93.2803
200106,77.67403373,0.071300653,0.014115,-0.034093,0.003,178.000,4.6,92.7057
200107,77.15113213,0.092535854,-0.011918,-0.004827,0.0031,177.500,4.9,92.1721
200108,73.49802603,0.12920196,-0.013314,-0.052225,0.0028,177.500,5,92.0023
200109,68.09474515,0.097028846,-0.115744,-0.06264,0.0022,178.300,5.3,91.6795
200110,68.36977982,0.081599704,0.015284,0.00035,0.0017,177.700,5.5,91.2682
200111,72.58682784,0.118182993,0.042427,0.061484,0.0015,177.400,5.7,90.7894
200112,73.91095675,0.109888123,0.047608,0.011194,0.0014,176.700,5.7,90.8311
200201,72.47952325,0.086428993,0.059421,-0.023226,0.0013,177.100,5.7,91.3471
200202,72.38327045,0.121450979,-0.000329,-0.003577,0.0013,177.800,5.7,91.3672
200203,75.12717546,0.079149114,0.051969,0.032181,0.0015,178.800,5.9,92.1054
200204,71.94298526,0.081474297,0.05345,-0.055965,0.0014,179.800,5.8,92.4790
200205,71.619026,0.124575111,0.016942,-0.001154,0.0013,179.800,5.8,92.8824
200206,66.83609258,0.101628666,-0.017208,-0.07012,0.0015,179.900,5.8,93.7637
200207,61.48506134,0.09323977,-0.077297,-0.070313,0.0014,180.100,5.7,93.5461
200208,62.09425533,0.111255513,0.022833,0.011491,0.0014,180.700,5.7,93.5765
200209,55.86371775,0.101258466,-0.002593,-0.104949,0.0014,181.000,5.7,93.7116
200210,59.2971577,0.092715979,-0.027461,0.079615,0.0012,181.300,5.9,93.4006
200211,62.13256989,0.115705012,-0.021517,0.047677,0.0011,181.300,6,93.8758
200212,59.31976632,0.116646283,0.082502,-0.050863,0.001,180.900,5.8,93.4191
200301,57.66065178,0.085182828,0.019458,-0.028882,0.0009,181.700,5.9,93.9571
200302,56.25724917,0.118845564,-0.027608,-0.022919,0.001,183.100,5.9,94.2558
200303,56.85003181,0.090223105,0.00239,0.013688,0.001,184.200,6,94.0416
200304,61.35317968,0.108375316,0.070166,0.082635,0.0009,183.800,6.1,93.3666
200305,64.71969,0.124311944,0.085003,0.047058,0.001,183.500,6.3,93.3852
200306,65.65592504,0.116139043,0.055331,0.016549,0.0007,183.700,6.2,93.5219
200307,66.35102431,0.106214223,0.019209,0.007139,0.0007,183.900,6.1,93.9144
200308,67.52689717,0.117608775,0.025513,0.012375,0.0008,184.600,6.1,93.7371
200309,66.83744755,0.118479249,0.027739,-0.009585,0.0007,185.200,6,94.3262
200310,70.39012523,0.110661899,0.069715,0.048669,0.0007,185.000,5.8,94.4442
200311,71.42457851,0.131656787,0.036724,0.011219,0.0008,184.500,5.7,95.2224
200312,75.00930669,0.138370386,0.044989,0.057699,0.0007,184.300,5.7,95.1545
200401,76.46636247,0.093481027,0.040267,0.019983,0.0006,185.200,5.6,95.3434
200402,78.18433223,0.136607489,0.027219,0.023289,0.0009,186.200,5.8,95.9228
200403,77.33540675,0.120548209,0.016569,-0.015317,0.0008,187.400,5.6,95.4538
200404,75.59551477,0.127657097,-0.060004,-0.01287,0.0006,188.000,5.6,95.8653
200405,76.12150836,0.151131098,-0.005608,0.005298,0.0008,189.100,5.6,96.6472
200406,77.42539368,0.140400294,0.016999,0.013295,0.001,189.700,5.5,95.8588
200407,75.17657312,0.102832122,0.000729,-0.026824,0.0011,189.400,5.4,96.5901
200408,75.77309923,0.140384082,0.021892,0.011116,0.0011,189.500,5.4,96.6687
200409,76.94644567,0.127196892,0.035423,0.008802,0.0011,189.900,5.5,96.7450
200410,77.73968658,0.11510498,0.002837,0.008199,0.0015,190.900,5.4,97.6604
200411,81.04657737,0.153011173,0.029918,0.034834,0.0016,191.000,5.4,97.8427
200412,83.71479279,0.156768223,0.041395,0.034404,0.0016,190.300,5.3,98.5495
200501,81.9316677,0.086691137,0.0078,-0.020328,0.0016,190.700,5.4,99.0020
200502,84.13112332,0.172307388,0.015492,0.026356,0.0021,191.800,5.2,99.6741
200503,82.7284051,0.156349608,-0.034198,-0.013806,0.0021,193.300,5.2,99.5181
200504,80.79239497,0.138872451,-0.006858,-0.016297,0.0024,194.600,5.1,99.6518
200505,82.95375312,0.164747926,0.025176,0.021025,0.0023,194.400,5,99.8158
200506,84.03829048,0.152504818,0.027575,0.006477,0.0024,194.500,5,100.2232
200507,87.14905184,0.111363243,0.032592,0.031857,0.003,195.400,4.9,99.8997
200508,86.57221227,0.181800403,-0.002336,-0.003875,0.0029,196.400,5,100.1025
200509,87.50476814,0.124749434,0.00707,0.011723,0.0027,198.800,5,98.2644
200510,85.54571139,0.104597091,-0.033218,-0.013423,0.0031,199.200,5,99.4949
200511,88.47351336,0.225013072,0.018645,0.034198,0.0032,197.600,4.9,100.5129
200512,88.92251644,0.151343709,0.01348,0.004214,0.0035,196.800,4.7,101.1118
200601,92.18294943,0.097056727,0.047274,0.028697,0.0034,198.300,4.8,101.2313
200602,92.05684316,0.203071905,0.009785,0.002897,0.0037,198.700,4.7,101.2755
200603,93.43014714,0.153796253,0.012386,0.011665,0.0036,199.800,4.7,101.4651
200604,94.90952009,0.167473163,0.011557,0.018854,0.0043,201.500,4.6,101.9012
200605,92.47347744,0.215902282,-0.027811,-0.020684,0.004,202.500,4.6,101.7589
200606,92.30582303,0.156708577,0.001625,-0.001224,0.004,202.900,4.7,102.1304
200607,92.79458236,0.114852612,0.005893,0.014101,0.0042,203.500,4.7,102.0989
200608,94.49680618,0.218319056,0.027498,0.020052,0.0041,203.900,4.5,102.4526
200609,95.94478074,0.13918835,0.014287,0.019599,0.0041,202.900,4.4,102.2753
200610,99.11422063,0.119667861,0.032423,0.029002,0.0042,201.800,4.5,102.2299
200611,101.0442718,0.268422793,0.024457,0.016481,0.004,201.500,4.4,102.1419
200612,102.3833105,0.182433194,0.026164,0.020397,0.0044,201.800,4.6,103.2191
200701,104.2821114,0.113998142,0.019641,0.014967,0.0038,202.416,4.5,102.7129
200702,102.6678243,0.236598441,0.006508,-0.019649,0.0043,203.499,4.4,103.7659
200703,104.0711908,0.170703464,0.012821,0.016655,0.0044,205.352,4.5,103.9538
200704,107.9895752,0.168879769,0.028962,0.04196,0.0041,206.686,4.4,104.7077
200705,112.0492273,0.28210664,0.00644,0.038756,0.004,207.949,4.6,104.7507
200706,109.8713265,0.167839378,-0.014346,-0.018626,0.004,208.352,4.7,104.7581
200707,106.0069322,0.120909298,-0.023175,-0.029708,0.0042,208.299,4.6,104.7111
200708,106.8179912,0.235007097,-0.014131,0.015024,0.0032,207.917,4.7,104.9122
200709,110.9920111,0.185284019,0.029674,0.044796,0.0032,208.490,4.7,105.2764
200710,112.8394731,0.141982424,0.011077,0.014671,0.0034,208.936,4.7,104.7720
200711,107.6224529,0.250154178,-0.044581,-0.038834,0.0027,210.177,5,105.3295
200712,106.8436968,0.236331631,-0.006916,-0.00799,0.0021,210.036,5,105.3213
200801,101.018899,0.142223968,0.022553,-0.05647,0.0013,211.080,4.9,105.0195
200802,99.15934311,0.223646476,-0.034777,-0.014974,0.0017,211.693,5.1,104.6741
